date,segment,sales
28-11-2012,Consumer,1510.96
27-06-2014,Corporate,2098.32
26-06-2014,Consumer,1938.24
17-09-2012,Consumer,803.52
28-11-2013,Corporate,1391.76
15-09-2014,Corporate,942.784
23-07-2014,Consumer,952.29
4/9/2014,Consumer,2927.28
6/12/2012,Consumer,1619.91
24-12-2013,Corporate,1999.96
18-01-2014,Home Office,2117.22
10/12/2012,Home Office,799.984
26-06-2014,Consumer,2747.7
26-01-2012,Consumer,1014.72
7/7/2012,Consumer,1591.56
28-11-2011,Consumer,533.22
27-11-2014,Home Office,2124.5
7/12/2012,Consumer,1053.8676
20-03-2012,Corporate,1087.936
17-12-2012,Corporate,1248.84
19-11-2013,Consumer,2040.92
2/9/2014,Consumer,1068.714
16-05-2014,Corporate,875.22
5/11/2013,Consumer,1403.082
7/11/2011,Corporate,1743.96
9/4/2013,Corporate,1071.84
12/6/2014,Consumer,925.02
10/6/2013,Consumer,1682.748
5/7/2014,Consumer,1944.9
1/5/2013,Consumer,3040.8
15-12-2012,Consumer,1799.994
6/11/2012,Consumer,1003.34928
5/9/2014,Corporate,825.174
15-09-2011,Home Office,808.731
26-12-2013,Consumer,2764.3275
26-12-2013,Consumer,2563.056
2/9/2014,Consumer,457.14
4/4/2012,Consumer,599.98
25-06-2013,Consumer,1933.2
26-06-2011,Consumer,704.052
24-09-2014,Corporate,1355.13
18-03-2011,Home Office,1198.33
31-10-2012,Consumer,1295.84
4/10/2013,Consumer,2819.52
8/11/2012,Home Office,2571.12
28-01-2012,Consumer,976.08
19-12-2012,Consumer,607.32
3/12/2014,Corporate,1159.056
4/12/2013,Consumer,1649.95
17-12-2014,Corporate,1697.584
16-11-2011,Home Office,2063.4
18-10-2013,Consumer,632.043
9/10/2014,Consumer,2906.4
24-03-2014,Consumer,2572.74
4/1/2014,Consumer,2022.272
31-12-2012,Consumer,1583.82
1/12/2012,Home Office,2003.92
14-11-2012,Corporate,826.11
9/4/2014,Consumer,1656.72
4/10/2014,Consumer,2015.496
10/11/2012,Consumer,2219.184
17-10-2014,Corporate,2533.92
4/12/2014,Consumer,1410.4
25-10-2012,Consumer,1773.72
21-09-2011,Consumer,1377.9
11/11/2011,Consumer,2582.16
4/10/2011,Consumer,589.41
13-03-2012,Corporate,1257.456
7/4/2013,Home Office,1294.75
29-12-2011,Consumer,2429.44
22-10-2014,Home Office,1439.92
28-01-2014,Consumer,977.022
13-11-2013,Corporate,2891.7
18-03-2013,Consumer,901.95
15-08-2012,Corporate,2042.82
14-07-2014,Corporate,997.8004
13-01-2012,Corporate,1411.344
25-04-2012,Consumer,1647
7/5/2012,Consumer,972.567
14-10-2013,Consumer,1313.712
8/8/2011,Corporate,1273.56
17-12-2011,Consumer,1908.18
12/2/2011,Consumer,1256.22
15-11-2011,Consumer,2398.374
5/11/2012,Consumer,680.28
7/1/2012,Corporate,964.08
6/10/2014,Corporate,5199.96
23-09-2011,Home Office,1709.235
28-08-2012,Consumer,929.34
28-08-2014,Corporate,1119.888
21-09-2011,Consumer,1799.97
17-06-2014,Corporate,2383.857
5/6/2012,Corporate,1891.5
3/5/2013,Corporate,912.24
2/10/2013,Home Office,947.22176
15-12-2011,Consumer,1983.015
25-10-2012,Consumer,2146.6
18-02-2013,Corporate,2879.82
11/9/2014,Corporate,1622.01
15-10-2013,Consumer,1503.684
3/4/2013,Corporate,1454.9
16-10-2013,Corporate,893.5614
11/3/2014,Consumer,1143.44
17-09-2014,Home Office,2280.6
4/11/2011,Corporate,1401.84
29-09-2014,Corporate,2088.24
9/7/2014,Home Office,2194.53
19-03-2012,Corporate,1527.12
13-06-2013,Home Office,972.615
31-08-2013,Corporate,794.7
24-05-2013,Consumer,2761.2
29-06-2011,Corporate,3312.24
14-12-2011,Consumer,825.792
17-09-2014,Consumer,538.194
12/8/2013,Consumer,3180.3
10/9/2012,Home Office,1860
11/6/2013,Corporate,2582.16
24-10-2013,Home Office,881.1
11/6/2013,Consumer,1622.1825
20-09-2012,Consumer,1677.186
15-05-2014,Corporate,1001.88
19-09-2011,Corporate,2519.958
10/12/2011,Corporate,554.526
18-10-2013,Consumer,2120.8
29-11-2013,Corporate,1531.2
24-12-2014,Consumer,1572.84
6/2/2012,Consumer,1236.33
7/6/2013,Home Office,3023.928
28-08-2014,Consumer,759.66
9/2/2013,Corporate,2951.991
3/9/2014,Corporate,1282.41
12/5/2011,Home Office,627.276
29-10-2013,Corporate,756.8
12/8/2013,Home Office,553.92
24-06-2014,Consumer,3873.24
31-01-2014,Corporate,791.19
26-05-2014,Corporate,2470.5
26-10-2011,Consumer,2120.7
28-01-2014,Home Office,759.06
22-05-2013,Consumer,1581.03
12/8/2011,Home Office,1161.1971
3/5/2011,Consumer,642.72
26-08-2013,Corporate,1308.48
1/10/2012,Consumer,3547.44
25-06-2013,Consumer,724.8
25-04-2011,Home Office,1487.04
21-04-2014,Consumer,803.52
31-05-2013,Corporate,839.988
28-03-2014,Consumer,1011.696
8/9/2014,Consumer,2419.2
18-11-2013,Consumer,803.04
17-10-2014,Corporate,1773.72
16-04-2014,Corporate,777.24
7/3/2012,Home Office,1893.3
18-06-2012,Consumer,689.094
14-07-2011,Consumer,737.91
30-05-2013,Consumer,2570.76
17-06-2013,Home Office,1199.76
26-03-2014,Consumer,3216.24
15-09-2011,Consumer,1274.24
20-09-2012,Consumer,2145.72
18-08-2014,Corporate,895.92
17-12-2011,Corporate,882.15
19-08-2014,Corporate,2793.528
21-08-2011,Consumer,895.05
24-09-2012,Corporate,1570.176
1/4/2014,Consumer,2614.689
10/8/2013,Consumer,569.536
17-10-2013,Consumer,636.78
19-01-2013,Corporate,2751.2
10/12/2014,Corporate,1587.0015
1/6/2011,Home Office,1037.7096
14-11-2013,Home Office,2279.96
3/10/2014,Consumer,1487.4
9/10/2014,Consumer,908.608
16-10-2014,Consumer,1241.001
8/9/2011,Consumer,1121.688
22-01-2013,Consumer,1838.52
11/11/2014,Corporate,899.136
26-10-2013,Corporate,783.96
3/8/2011,Consumer,2605.392
1/5/2013,Corporate,803.52
10/10/2013,Consumer,584.2
25-10-2013,Consumer,1679.616
22-10-2013,Home Office,1148.7825
12/2/2011,Consumer,681.72
21-08-2013,Corporate,3633.9
2/1/2012,Corporate,1229.6865
22-06-2011,Corporate,2637
28-05-2013,Consumer,1764.165
14-08-2014,Consumer,757.32
24-10-2014,Consumer,3720
26-11-2014,Consumer,985.2
7/9/2012,Consumer,2367.954
10/6/2011,Consumer,837.864
31-03-2011,Consumer,824.22
5/11/2014,Consumer,723.66
22-11-2013,Corporate,4618.215
18-03-2014,Corporate,1212.56
9/9/2011,Consumer,1299.99
29-08-2014,Consumer,1075.44
5/10/2012,Consumer,883.95
23-09-2011,Consumer,1209.84
4/1/2013,Corporate,1926.72
7/10/2013,Home Office,703.71
10/12/2013,Corporate,804.768
18-11-2011,Consumer,470.112
29-11-2012,Consumer,1447.44
29-01-2014,Consumer,1028.16
20-03-2013,Corporate,1519.32
19-05-2011,Consumer,935.172
15-08-2014,Consumer,3256.95
16-10-2013,Home Office,952.722
29-09-2012,Corporate,2968.7
20-06-2012,Corporate,2584.386
18-11-2014,Corporate,891.756
18-04-2012,Corporate,1134.81
30-11-2011,Corporate,634.8
17-09-2014,Consumer,722.36
20-09-2013,Consumer,491.136
5/2/2013,Consumer,2842.83
23-01-2014,Consumer,642.72
1/12/2014,Consumer,947.22
24-02-2011,Corporate,2076
10/11/2012,Consumer,1309.203
25-06-2011,Consumer,2266.1475
29-09-2012,Consumer,1081.71
1/11/2012,Consumer,3606.336
10/7/2013,Consumer,2367.36
20-11-2014,Consumer,1113.264
7/3/2012,Consumer,1285.44
4/9/2012,Corporate,1718.1
10/11/2014,Corporate,544.38
28-09-2012,Consumer,1971.675
6/6/2011,Corporate,578.238
19-12-2013,Home Office,900.08
3/12/2011,Consumer,755.0868
7/6/2013,Consumer,714.3
16-10-2014,Corporate,510.24
15-12-2014,Consumer,498.36
4/7/2013,Home Office,2069.55
19-08-2011,Corporate,1836
31-05-2014,Corporate,1001.7
9/1/2013,Consumer,624.42
4/12/2014,Home Office,859.68
5/8/2013,Corporate,750.195
22-07-2014,Home Office,1269.9
6/5/2013,Consumer,535.653
25-12-2012,Consumer,2182.68
7/12/2012,Consumer,1181.88
23-06-2014,Corporate,2614.689
1/9/2011,Consumer,1429.05
30-04-2011,Consumer,826
27-12-2012,Consumer,1431.3375
1/9/2012,Consumer,959.984
11/9/2013,Home Office,3407.94
15-09-2012,Home Office,752.21256
10/2/2014,Corporate,1584.387
30-12-2012,Consumer,2548.56
31-12-2013,Consumer,781.02
3/12/2014,Consumer,1559.16
20-11-2014,Consumer,771.228
8/10/2014,Consumer,967.32
7/10/2014,Corporate,1241.001
17-06-2011,Consumer,3266.376
6/8/2013,Consumer,1352.376
22-07-2011,Home Office,1508.04
15-06-2011,Consumer,738.63
1/2/2013,Consumer,694.47
20-12-2012,Consumer,874.02
23-12-2014,Consumer,629.958
22-05-2013,Corporate,2396.4
25-01-2013,Corporate,3709.26
20-02-2014,Corporate,1245.86
2/4/2012,Consumer,528.93
2/10/2014,Home Office,1828.35
25-05-2013,Home Office,1487.808
17-03-2014,Home Office,1029.6
13-10-2014,Corporate,1317.3096
15-12-2012,Consumer,1987.32
16-11-2012,Corporate,1471.1157
5/1/2011,Consumer,3028.8
27-04-2011,Consumer,1713.096
13-04-2012,Consumer,1245.861
10/6/2012,Consumer,2266.1475
29-01-2013,Consumer,886.221
8/7/2013,Consumer,2683.8
4/6/2013,Home Office,2752.8525
29-11-2011,Home Office,1629.756
10/10/2014,Corporate,1070.685
26-03-2014,Consumer,1444.548
3/7/2012,Consumer,907.011
6/10/2011,Corporate,2147.6
2/8/2014,Home Office,822.42
10/5/2012,Home Office,1921.968
25-06-2014,Home Office,1563.552
25-07-2012,Consumer,704.9
16-08-2013,Corporate,1378.17
16-04-2012,Consumer,1196.86
29-08-2011,Home Office,2453.04
13-06-2013,Home Office,1007.979
15-07-2013,Home Office,1332.639
3/7/2013,Corporate,2147.46
17-05-2013,Corporate,759.78
24-10-2014,Corporate,637.896
1/5/2014,Consumer,512.568
21-03-2014,Consumer,2605.56
1/8/2014,Consumer,865.9
17-01-2012,Consumer,2605.92
6/9/2012,Consumer,1111.725
11/12/2014,Consumer,778.5
11/12/2013,Consumer,1035.3
11/3/2013,Consumer,915.68
25-06-2012,Consumer,2198.7
15-12-2014,Consumer,1272.12
28-04-2012,Consumer,1207.67296
8/11/2012,Corporate,1821.6
14-01-2011,Consumer,1325.85
20-12-2013,Home Office,535.8
27-11-2014,Consumer,954.54
30-07-2013,Corporate,816.72
3/6/2014,Consumer,1754.298
8/7/2014,Consumer,683.988
5/6/2012,Home Office,721.8534
27-05-2014,Home Office,1770.2524
29-07-2014,Corporate,1922.3379
21-08-2013,Consumer,636.21
2/8/2012,Consumer,5759.964
27-08-2011,Corporate,579.95
24-08-2013,Consumer,868.95
31-01-2014,Consumer,2003.168
7/12/2014,Home Office,1227.57992
23-10-2012,Home Office,1620.3
27-03-2014,Corporate,2399.96
25-09-2014,Home Office,1169.694
17-10-2014,Consumer,3048.15
15-05-2012,Home Office,914.28
28-04-2014,Consumer,1232.28
7/6/2013,Corporate,709.69776
21-07-2014,Consumer,1219.04
11/5/2013,Consumer,1993.08
19-12-2011,Consumer,1819.86
3/12/2014,Corporate,559.62
7/5/2014,Consumer,595.17
23-05-2014,Consumer,1781.19
27-03-2014,Consumer,2289.75
1/8/2014,Home Office,2070.15
11/11/2011,Consumer,780.6912
1/8/2011,Consumer,1157.58
29-06-2012,Consumer,1513.56
12/9/2013,Consumer,911.574
15-03-2014,Consumer,1058.022
30-12-2014,Consumer,1094.22
4/12/2014,Corporate,2472.6933
8/11/2012,Corporate,4404.9
25-11-2014,Consumer,1570.6
4/9/2014,Home Office,2019.6
30-06-2011,Corporate,1852.032
16-06-2014,Consumer,3139.128
31-08-2013,Consumer,599.88
26-12-2014,Home Office,1954.44
20-11-2014,Consumer,2056.95
19-12-2012,Corporate,1022.56
13-06-2013,Corporate,1981.044
30-09-2013,Consumer,538.488
28-11-2013,Consumer,590.904
27-05-2013,Consumer,1150.038
28-12-2011,Consumer,1770.67156
4/9/2014,Corporate,1284.822
27-07-2011,Consumer,1621.953
28-06-2013,Corporate,905.13
28-03-2012,Consumer,1859.13
27-02-2013,Home Office,1429.44
15-06-2012,Corporate,987.957
23-06-2014,Consumer,1136.64
8/6/2014,Corporate,1141.8
19-12-2012,Consumer,2973.06
27-02-2013,Consumer,1026.54
29-12-2014,Consumer,1104.408
1/12/2012,Consumer,903.006
27-11-2014,Corporate,775.62
14-02-2012,Consumer,1393.524
23-10-2014,Corporate,617.55
25-03-2014,Corporate,2060.7
24-10-2014,Consumer,646.4988
15-02-2011,Consumer,1743.96
11/7/2014,Consumer,890.4285
30-06-2012,Consumer,1229.904
26-11-2014,Corporate,2066.4
7/11/2011,Consumer,1274.88
14-07-2014,Consumer,1717.848
10/1/2012,Consumer,1321.92
16-12-2014,Corporate,630.15
9/10/2012,Corporate,619.95
27-05-2011,Consumer,1113.504
23-08-2013,Corporate,2470.5
8/9/2011,Corporate,2363.757
4/2/2014,Consumer,2981.58
25-05-2012,Corporate,1461.7
15-08-2013,Corporate,1167.168
8/3/2013,Corporate,966.4
29-10-2014,Consumer,528.009
11/12/2013,Consumer,1424.9
26-12-2012,Home Office,1125.6
4/11/2013,Corporate,1034.94
5/9/2014,Corporate,775.56576
27-12-2011,Consumer,946.764
22-09-2014,Consumer,439.68
26-09-2011,Home Office,585.552
13-10-2014,Corporate,1138.83
9/9/2014,Consumer,676.0305
4/8/2011,Consumer,1455.12
19-11-2014,Home Office,2060.7
9/8/2012,Consumer,1217.568
24-06-2011,Consumer,1591.11
11/1/2011,Consumer,1384.29
16-12-2011,Corporate,1013.832
15-05-2013,Home Office,1215.36
22-07-2013,Consumer,1822.08
1/1/2013,Corporate,1649.214
6/6/2011,Home Office,1266.03
8/11/2014,Consumer,1703.14688
28-04-2014,Consumer,1845.72
13-11-2013,Corporate,637.35
30-07-2014,Corporate,2671.452
29-11-2013,Corporate,1126.02
20-09-2013,Consumer,1264.466
1/11/2013,Consumer,3029.28
18-08-2011,Corporate,1121.67216
15-03-2014,Corporate,521.184
7/10/2011,Consumer,511.56
25-10-2012,Corporate,2186.7
13-11-2014,Consumer,1458.96
20-11-2012,Consumer,641.97
2/6/2014,Corporate,1925.88
20-12-2011,Consumer,447.944
6/12/2013,Consumer,584.82
20-04-2012,Home Office,556.704
10/11/2012,Consumer,2300.076
2/12/2013,Consumer,863.928
21-09-2012,Corporate,946.344
25-01-2012,Consumer,795.6
6/9/2013,Consumer,1652.94
22-11-2013,Consumer,757.08
21-09-2014,Consumer,2888.127
4/4/2012,Consumer,701.47424
4/6/2011,Corporate,467.04
27-05-2014,Corporate,1953.666
10/11/2014,Corporate,826.62
22-08-2013,Corporate,875.22
10/12/2014,Consumer,1399.98
20-01-2013,Home Office,991.02
15-09-2014,Corporate,858.64
28-03-2012,Consumer,996.54
14-05-2011,Consumer,1836
23-12-2011,Corporate,753.888
1/8/2013,Consumer,1002.6
20-06-2011,Consumer,764.928
1/10/2012,Consumer,1199.76
2/6/2011,Corporate,1252.584
7/9/2011,Consumer,821.88
19-12-2014,Corporate,1285.44
3/9/2012,Home Office,2076.48
17-08-2011,Corporate,755.73
12/9/2014,Home Office,927.72
8/1/2013,Consumer,525.48
26-12-2013,Consumer,2194.836
8/3/2013,Home Office,861.6
6/3/2013,Consumer,1976.562
30-09-2013,Home Office,803.52
7/8/2013,Consumer,1954.44
4/2/2014,Corporate,714.15
27-09-2014,Home Office,766.95
9/6/2014,Consumer,1062.534
21-09-2014,Consumer,2254.41
6/11/2014,Home Office,1272.6
28-04-2011,Consumer,1679.96
6/6/2013,Consumer,390.96
18-11-2013,Consumer,2115.216
28-05-2012,Corporate,570.9
9/6/2014,Corporate,1523.46696
20-07-2011,Consumer,976.08
17-10-2014,Consumer,529.74
22-09-2012,Consumer,617.976
30-10-2013,Corporate,976.08
28-10-2014,Consumer,2970.9
31-05-2011,Corporate,761.73348
22-08-2013,Corporate,522.48
8/6/2011,Consumer,956.88
28-11-2013,Consumer,1913.52
11/6/2012,Corporate,1123.92
8/11/2014,Home Office,409.08
18-08-2014,Corporate,2518.29
10/9/2013,Corporate,1508.04
20-02-2013,Corporate,1347.57
25-11-2014,Consumer,1411.02
16-09-2014,Consumer,2357.488
28-11-2014,Home Office,1849.32
5/8/2011,Consumer,586.08
21-11-2013,Consumer,1274.7
28-11-2013,Corporate,791.93296
17-07-2012,Corporate,508.68
6/5/2014,Consumer,1266.96
22-12-2014,Corporate,1000.02
23-10-2013,Consumer,1123.956
25-02-2011,Consumer,1527.12
11/11/2013,Corporate,782.28
14-09-2013,Corporate,968.4
17-03-2014,Corporate,2096.4555
7/8/2013,Corporate,840.15
21-02-2012,Corporate,1025.52
16-08-2013,Home Office,1184.0272
26-07-2011,Consumer,2177.584
25-04-2013,Consumer,1327.347
23-12-2013,Consumer,563.904
13-01-2012,Home Office,1207.08
15-06-2013,Consumer,1136.43
20-11-2012,Consumer,698.64
4/8/2011,Consumer,1089.75
23-10-2013,Consumer,1888.7
3/9/2014,Home Office,2804.58
27-06-2014,Home Office,543.92
21-05-2013,Consumer,1363.96
29-06-2011,Home Office,1282.8
16-08-2014,Corporate,1904.4
10/12/2011,Home Office,776.25
3/4/2014,Home Office,1599.156
15-05-2014,Home Office,1224.9
22-04-2014,Consumer,858.06
19-06-2013,Corporate,1652.4
28-05-2013,Consumer,1899.15
26-07-2014,Corporate,2049.84
22-07-2014,Consumer,2039.0715
23-12-2014,Consumer,1272.6
19-08-2011,Corporate,1938.15
15-08-2013,Corporate,758.979
3/3/2014,Consumer,900.72
4/5/2011,Corporate,1112.697
11/12/2014,Consumer,1144.89
11/6/2014,Corporate,1287.96
13-12-2011,Consumer,2120.8
9/10/2012,Consumer,1196.3
8/1/2012,Consumer,2092.752
3/5/2013,Consumer,1324.35
22-04-2014,Consumer,454.95
5/12/2012,Home Office,1869.72
24-01-2014,Home Office,346.29
26-12-2012,Consumer,1908.72
1/7/2013,Home Office,688.95
28-07-2011,Consumer,1312.64
5/2/2013,Home Office,993.66
29-09-2014,Home Office,2415.42
29-05-2013,Consumer,1685.90144
9/4/2013,Consumer,1088.792
5/6/2013,Consumer,2509.36
16-04-2013,Home Office,1448.16
4/3/2014,Corporate,1060.44
10/12/2013,Corporate,1115.37
23-08-2014,Consumer,616.44
25-09-2013,Corporate,442.372
17-02-2014,Corporate,1071.84
17-12-2012,Corporate,1136.664
20-06-2012,Consumer,1081.302
13-10-2014,Home Office,1308.48
15-10-2011,Corporate,1375.6
13-12-2014,Consumer,1622.3355
21-03-2014,Home Office,2092.5
30-07-2011,Home Office,1340.3421
7/8/2013,Corporate,1607.202
17-08-2012,Consumer,1333.44
6/11/2014,Consumer,552.501
10/1/2012,Corporate,1181.0325
12/3/2013,Consumer,788.22
15-03-2012,Consumer,1900.5
16-05-2012,Consumer,2713.41
14-12-2013,Home Office,810.15
23-03-2013,Consumer,2217.78
28-06-2013,Corporate,687.852
4/9/2013,Home Office,1141.47
21-11-2014,Consumer,1241.28
13-09-2014,Consumer,960
19-12-2014,Home Office,4627.368
15-04-2013,Consumer,933.536
21-06-2013,Consumer,1524.2058
25-02-2014,Corporate,918.459
10/5/2013,Consumer,799.272
2/7/2014,Home Office,2550
21-02-2014,Corporate,1299.684
3/11/2012,Corporate,1448.82
14-08-2013,Consumer,1052.16
2/4/2014,Consumer,766.5246
25-03-2013,Consumer,509.16
24-11-2012,Consumer,1836.03
13-10-2012,Corporate,1460.5
10/7/2013,Consumer,2544.24
24-06-2013,Consumer,2068.335
24-09-2011,Home Office,2220.534
30-06-2013,Home Office,2583.18
9/12/2011,Home Office,428.274
25-08-2012,Corporate,395.44752
10/1/2013,Consumer,730.32
14-03-2014,Corporate,1243.98
26-03-2014,Home Office,1884.6
25-07-2012,Consumer,561.568
17-09-2014,Home Office,1715.16
29-03-2012,Consumer,1795.92
26-05-2014,Consumer,1182.6
7/2/2014,Home Office,2830.425
7/5/2014,Consumer,627.168
25-09-2011,Consumer,2885.085
12/11/2014,Consumer,2863.35
26-03-2012,Corporate,1085.42
28-08-2012,Corporate,1099.96
7/7/2011,Home Office,651.708
10/11/2011,Home Office,724.8
30-09-2013,Consumer,1289.5659
29-10-2014,Consumer,1015.92
12/6/2014,Corporate,726.78
18-11-2011,Consumer,3177.711
6/9/2012,Home Office,1388.94
23-07-2013,Consumer,874.68
18-01-2013,Corporate,1119.36
27-12-2014,Consumer,829.22
1/3/2011,Consumer,551.16
16-07-2011,Corporate,1729.14
13-10-2014,Home Office,2077.32
14-05-2013,Corporate,1395
24-07-2014,Home Office,932.985
15-11-2011,Consumer,772.47
26-06-2012,Consumer,1587.0015
15-11-2012,Corporate,1551.6
19-12-2014,Consumer,1704.56
9/11/2011,Consumer,703.968
6/2/2013,Consumer,965.0475
27-10-2011,Consumer,1274.7
5/11/2014,Corporate,1123.08
22-03-2012,Corporate,1487.976
20-05-2014,Consumer,1274.7
16-12-2013,Corporate,2423.54
18-04-2011,Corporate,474.984
16-08-2013,Corporate,1358.28
12/9/2014,Consumer,1471.96
15-12-2014,Consumer,2534.0175
9/7/2012,Corporate,1060.8
10/12/2013,Corporate,485.888
16-09-2011,Consumer,1674.45
20-06-2014,Consumer,967.896
7/7/2011,Home Office,1855.68
13-08-2014,Corporate,811.23
4/11/2011,Consumer,1046.25
27-12-2014,Corporate,750.68
3/12/2012,Consumer,1121.94
12/1/2012,Consumer,1962
1/12/2014,Home Office,663.936
27-10-2014,Consumer,709.56
20-12-2011,Consumer,1111.56
15-08-2014,Consumer,1161.16
4/6/2012,Home Office,393.5727
6/12/2013,Consumer,920.88
27-12-2011,Consumer,1061.04
26-09-2012,Consumer,1114.4
1/7/2011,Home Office,1888.236
30-11-2013,Consumer,628.44
26-12-2013,Consumer,3547.44
25-12-2014,Consumer,1762.68
16-04-2014,Consumer,610.6
2/5/2011,Corporate,1057.38
22-12-2011,Consumer,3024.189
26-08-2013,Corporate,1912.5
1/11/2014,Corporate,1808.757
24-12-2014,Consumer,2386.125
8/6/2012,Corporate,1367.4
4/5/2011,Consumer,1413.45
9/11/2013,Consumer,731.94
8/12/2012,Home Office,1718.4
18-02-2011,Corporate,825.12
8/8/2014,Consumer,1473.1
26-11-2014,Corporate,578.2
19-12-2012,Home Office,1578.636
4/7/2014,Consumer,501.9
19-08-2013,Consumer,1614.87
1/4/2013,Consumer,2672.517
24-01-2014,Consumer,1699.56
31-01-2013,Corporate,1286.145
23-10-2013,Consumer,1961.82
18-04-2011,Corporate,2016.846
17-06-2013,Consumer,497.88
27-10-2013,Home Office,1564.56
6/9/2011,Consumer,870.24
3/1/2014,Corporate,695.7
12/10/2012,Home Office,626.352
12/11/2014,Consumer,1275
8/10/2013,Corporate,837.6
5/9/2014,Consumer,1054.74
21-12-2013,Consumer,757.2
17-01-2011,Corporate,1411.55124
14-09-2013,Corporate,1490.7
8/2/2014,Corporate,756.6
24-11-2014,Consumer,783.99
26-08-2011,Consumer,2472.93
23-05-2014,Home Office,321.728
23-07-2012,Home Office,1181.16
1/11/2011,Consumer,743.13
14-02-2013,Consumer,776.412
29-11-2014,Home Office,1049.2
15-11-2013,Consumer,1462.14
14-02-2013,Corporate,1083.75
